,I1,I2,V1,V2,a1,a2,b1,b2,gammaTuple,harmonic,power,Pin,Pout,Gain,Pdc1,Pdc2,PAE,drainEff,Load Gamma,r,x
0,1.3059e-10,0.036118,-0.3,3.0,(0.070879+5.2789e-09j),(1.6538e-08+3.0618e-08j),(-0.031355-0.049415j),(-0.070526+0.23576j),"(1,)",1,1,-0.9722108167675071,14.811321638122292,15.7835324548898,-3.9177e-11,0.10835399999999999,27.206120625449344,27.94391267327408,(9.994172839779007e-08-1.0004449583043154e-07j),9.994172839779007e-08,-1.0004449583043154e-07
1,,,,,(2.7938e-10-1.193e-11j),(9.4002e-10-4.7076e-10j),(0.0014568+0.0013364j),(0.0070532+0.00235j),"(1,)",2,1,-27.09049748213415,-15.585395076979795,11.505102405154357,,,,,(9.994300791428712e-08-1.0004339428891494e-07j),9.994300791428712e-08,-1.0004339428891494e-07
2,,,,,(9.5895e-12+7.2116e-11j),(7.613e-11+2.3866e-10j),(-0.00031281+0.00040789j),(-0.00081349+0.0015736j),"(1,)",3,1,-38.79057160426055,-28.04379417484,10.746777429420554,,,,,(9.994457850366947e-08-1.0004697201763476e-07j),9.994457850366947e-08,-1.0004697201763476e-07
3,9.1593e-10,0.036861,-0.3,3.0,(0.079527+5.822e-09j),(1.8155e-08+3.3985e-08j),(-0.034647-0.055967j),(-0.079287+0.26068j),"(1,)",1,2,-0.017790279123273217,15.696108384730564,15.713898663853838,-2.74779e-10,0.11058299999999999,32.667167077217336,33.56776844948976,(9.99421506801004e-08-1.0004263196629246e-07j),9.99421506801004e-08,-1.0004263196629246e-07
4,,,,,(3.4238e-10-3.9746e-12j),(1.17e-09-5.3905e-10j),(0.0017308+0.0016948j),(0.0085443+0.0031594j),"(1,)",2,2,-25.32538730007336,-13.820206065218496,11.505181234854865,,,,,(9.994058511967621e-08-1.0004357110905575e-07j),9.994058511967621e-08,-1.0004357110905575e-07
5,,,,,(2.0572e-11+1.1746e-10j),(1.4128e-10+3.861e-10j),(-0.00048483+0.00069041j),(-0.0012255+0.0026365j),"(1,)",3,2,-34.48717105184398,-23.740200257965014,10.746970793878962,,,,,(9.994271371081154e-08-1.0004164447282365e-07j),9.994271371081154e-08,-1.0004164447282365e-07
6,4.9211e-09,0.037689,-0.3,3.0,(0.089231+6.3331e-09j),(1.9637e-08+3.7452e-08j),(-0.037893-0.063752j),(-0.089226+0.28542j),"(1,)",1,3,0.9025353850315644,16.50433107775179,15.601795692720227,-1.47633e-09,0.113067,38.45679157844383,39.54551525909337,(9.994222398463509e-08-1.0004360198042552e-07j),9.994222398463509e-08,-1.0004360198042552e-07
7,,,,,(4.0587e-10+1.9592e-11j),(1.4216e-09-5.5742e-10j),(0.0019316+0.0021245j),(0.0098934+0.004326j),"(1,)",2,3,-23.84861521876924,-12.343551363159344,11.505063855609896,,,,,(9.994591955424158e-08-1.0004508540963158e-07j),9.994591955424158e-08,-1.0004508540963158e-07
8,,,,,(4.1358e-11+2.0236e-10j),(2.6398e-10+6.6135e-10j),(-0.00080471+0.0012196j),(-0.0019893+0.004626j),"(1,)",3,3,-29.716357078212837,-18.969288624748913,10.747068453463928,,,,,(9.994284212990508e-08-1.0004243317099442e-07j),9.994284212990508e-08,-1.0004243317099442e-07
9,1.5696e-08,0.038617,-0.3,3.0,(0.10012+6.7728e-09j),(2.0766e-08+4.0791e-08j),(-0.040741-0.073179j),(-0.10029+0.30775j),"(1,)",1,4,1.773949744962466,17.19199265431962,15.418042909357155,-4.7088e-09,0.115851,43.91810485968955,45.2167640331106,(9.99426681658984e-08-1.0004630443658147e-07j),9.99426681658984e-08,-1.0004630443658147e-07
10,,,,,(4.6254e-10+5.8608e-11j),(1.6778e-09-5.0986e-10j),(0.0020197+0.0026065j),(0.010936+0.0058455j),"(1,)",2,4,-22.646793957792873,-11.141697740180877,11.505096217611994,,,,,(9.994431501840869e-08-1.0004430261888334e-07j),9.994431501840869e-08,-1.0004430261888334e-07
11,,,,,(6.867e-11+3.5653e-10j),(4.4931e-10+1.1677e-09j),(-0.0014405+0.0021251j),(-0.0035963+0.0080837j),"(1,)",3,4,-24.820727366483762,-14.073815122681612,10.74691224380215,,,,,(9.994283309854953e-08-1.0004507968780557e-07j),9.994283309854953e-08,-1.0004507968780557e-07
12,3.5118e-08,0.039702,-0.3,3.0,(0.11233+7.067e-09j),(2.1449e-08+4.3813e-08j),(-0.042906-0.084504j),(-0.11199+0.32627j),"(1,)",1,5,2.596151449395135,17.744946044613563,15.14879459521843,-1.0535399999999998e-08,0.119106,48.426483532314734,49.95292974325291,(9.994459126479564e-08-1.0004534519184868e-07j),9.994459126479564e-08,-1.0004534519184868e-07
13,,,,,(5.1002e-10+1.0571e-10j),(1.9118e-09-4.1974e-10j),(0.0020182+0.0030781j),(0.011655+0.0074666j),"(1,)",2,5,-21.691602299950734,-10.1865910641481,11.505011235802634,,,,,(9.994302526767385e-08-1.0004072007409812e-07j),9.994302526767385e-08,-1.0004072007409812e-07
14,,,,,(7.8348e-11+5.8921e-10j),(6.2545e-10+1.9517e-09j),(-0.0025547+0.0033404j),(-0.0066384+0.012883j),"(1,)",3,5,-20.534307209170386,-9.787278959810518,10.747028249359868,,,,,(9.994172284583201e-08-1.000468161872057e-07j),9.994172284583201e-08,-1.000468161872057e-07
15,6.3655e-08,0.040836,-0.3,3.0,(0.12604+7.2618e-09j),(2.1821e-08+4.6527e-08j),(-0.04438-0.097703j),(-0.12371+0.3417j),"(1,)",1,6,3.3951315155914923,18.19751340915589,14.8023818935644,-1.9096499999999998e-08,0.12250799999999999,52.115956961585084,53.89976740294404,(9.994316790527714e-08-1.0004380831595503e-07j),9.994316790527714e-08,-1.0004380831595503e-07
16,,,,,(5.2293e-10+1.556e-10j),(2.036e-09-2.7152e-10j),(0.0018411+0.0033956j),(0.011534+0.0088289j),"(1,)",2,6,-21.272684912660573,-9.767832914569853,11.50485199809072,,,,,(9.994188123956139e-08-1.0004307918120025e-07j),9.994188123956139e-08,-1.0004307918120025e-07
17,,,,,(4.3329e-11+8.6815e-10j),(6.7446e-10+2.9166e-09j),(-0.0041226+0.0045536j),(-0.011221+0.017951j),"(1,)",3,6,-17.243304861827237,-6.496073294703638,10.747231567123599,,,,,(9.993941022888085e-08-1.0004345842450402e-07j),9.993941022888085e-08,-1.0004345842450402e-07
18,1.1575e-07,0.041956,-0.3,3.0,(0.14142+7.3589e-09j),(2.2e-08+4.8947e-08j),(-0.045161-0.1128j),(-0.13493+0.35469j),"(1,)",1,7,4.179912468325027,18.573659750230867,14.39374728190584,-3.4725e-08,0.125868,55.12713339411013,57.20719364731192,(9.99405693731902e-08-1.0004505631826256e-07j),9.99405693731902e-08,-1.0004505631826256e-07
19,,,,,(5.0009e-10+2.056e-10j),(2.0311e-09-6.3058e-11j),(0.0014718+0.0035267j),(0.010467+0.0098463j),"(1,)",2,7,-21.365638772634323,-9.860937192543473,11.50470158009085,,,,,(9.994123437695416e-08-1.0003911111548715e-07j),9.994123437695416e-08,-1.0003911111548715e-07
20,,,,,(-5.0838e-11+1.1598e-09j),(5.329e-10+3.9631e-09j),(-0.0060513+0.0055413j),(-0.017164+0.022473j),"(1,)",3,7,-14.728585530536485,-3.9813623195474883,10.747223210988997,,,,,(9.994020824094135e-08-1.0004332907255449e-07j),9.994020824094135e-08,-1.0004332907255449e-07
21,1.9047e-07,0.043049,-0.3,3.0,(0.15868+7.4237e-09j),(2.2029e-08+5.1085e-08j),(-0.045235-0.12992j),(-0.14547+0.36552j),"(1,)",1,8,4.951230740472379,18.88646660568779,13.935235865215411,-5.7141e-08,0.12914699999999998,57.497448847049036,59.91869393017139,(9.994437707096683e-08-1.0004352301519354e-07j),9.994437707096683e-08,-1.0004352301519354e-07
22,,,,,(4.3843e-10+2.4909e-10j),(1.8853e-09+1.8284e-10j),(0.00094248+0.0034352j),(0.0085075+0.010346j),"(1,)",2,8,-21.9760713016385,-10.471657460206526,11.504413841431978,,,,,(9.993938802622725e-08-1.0004500834785155e-07j),9.993938802622725e-08,-1.0004500834785155e-07
23,,,,,(-1.9628e-10+1.4394e-09j),(2.161e-10+5.0036e-09j),(-0.008175+0.0062267j),(-0.023952+0.026088j),"(1,)",3,8,-12.773561336758233,-2.0263478921973794,10.747213444560854,,,,,(9.994393988169399e-08-1.0004435940073346e-07j),9.994393988169399e-08,-1.0004435940073346e-07
24,2.9319e-07,0.044102,-0.3,3.0,(0.17804+7.3494e-09j),(2.1979e-08+5.2916e-08j),(-0.044535-0.14921j),(-0.15489+0.37442j),"(1,)",1,9,5.71199213486647,19.14293558227757,13.4309434474111,-8.7957e-08,0.132306,59.23011701094305,62.04603287076803,(9.994126345067964e-08-1.0004514260957153e-07j),9.994126345067964e-08,-1.0004514260957153e-07
25,,,,,(3.3842e-10+2.8766e-10j),(1.6049e-09+4.6669e-10j),(0.0002564+0.0031328j),(0.0056861+0.010361j),"(1,)",2,9,-23.062652795604308,-11.55889382378758,11.50375897181673,,,,,(9.994839393620912e-08-1.0004665932239369e-07j),9.994839393620912e-08,-1.0004665932239369e-07
26,,,,,(-3.7973e-10+1.7009e-09j),(-2.5799e-10+5.9969e-09j),(-0.010404+0.0065919j),(-0.031291+0.028681j),"(1,)",3,9,-11.200548311702676,-0.4534114339860773,10.7471368777166,,,,,(9.994294904731159e-08-1.0004270487916832e-07j),9.994294904731159e-08,-1.0004270487916832e-07
27,9.8603e-10,0.037343,-0.3,3.0,(0.070879+4.0879e-09j),(0.036311-0.02926j),(-0.021668-0.051746j),(-0.084079+0.21748j),"(2,)",1,1,-0.2763933004736599,14.165755440058433,14.442148740532092,-2.95809e-10,0.112029,22.456466816181518,23.294054360924406,(-0.1732022559413868-0.10000150598999513j),-0.1732022559413868,-0.10000150598999513
28,,,,,(3.9868e-10+3.5393e-11j),(1.4223e-09-4.9201e-10j),(0.0018172+0.0021696j),(0.0095699+0.0046567j),"(2,)",2,1,-23.974310966834,-12.469233735515047,11.505077231318952,,,,,(9.994121643930797e-08-1.0004349706819564e-07j),9.994121643930797e-08,-1.0004349706819564e-07
29,,,,,(-1.8299e-11+9.3058e-11j),(-5.3682e-12+3.2654e-10j),(-0.00055635+0.00037359j),(-0.0016605+0.0016051j),"(2,)",3,1,-36.48691958950876,-25.740090438191196,10.746829151317556,,,,,(9.994049506384072e-08-1.0004547508161954e-07j),9.994049506384072e-08,-1.0004547508161954e-07
30,4.3661e-09,0.038571,-0.3,3.0,(0.079527+4.4895e-09j),(0.040283-0.032261j),(-0.023861-0.05845j),(-0.09378+0.2404j),"(2,)",1,2,0.6796195826925677,15.046295731534178,14.366676148841611,-1.3098299999999998e-09,0.11571300000000001,26.610909008495153,27.621510197644177,(-0.1732066379041901-0.09999867511374814j),-0.1732066379041901,-0.09999867511374814
31,,,,,(5.1635e-10+4.6122e-11j),(1.8429e-09-6.348e-10j),(0.0023498+0.0028131j),(0.012386+0.0060473j),"(2,)",2,2,-21.727893622633548,-10.223156354703601,11.504737267929945,,,,,(9.99423633766779e-08-1.0004694445727308e-07j),9.99423633766779e-08,-1.0004694445727308e-07
32,,,,,(-2.4582e-11+1.3895e-10j),(1.0916e-12+4.8653e-10j),(-0.00081827+0.00057193j),(-0.0024286+0.002437j),"(2,)",3,2,-33.02478732539147,-22.277858913250963,10.746928412140509,,,,,(9.994220310129935e-08-1.000456440097725e-07j),9.994220310129935e-08,-1.000456440097725e-07
33,1.2363e-08,0.040184,-0.3,3.0,(0.089231+4.9199e-09j),(0.044487-0.035294j),(-0.02607-0.066202j),(-0.1044+0.26404j),"(2,)",1,3,1.613412933513645,15.876645143192258,14.263232209678613,-3.7089e-09,0.12055199999999999,30.896169428130595,32.09889591006371,(-0.17320863281138282-0.10000007095323296j),-0.17320863281138282,-0.10000007095323296
34,,,,,(6.7369e-10+6.1799e-11j),(2.406e-09-8.2088e-10j),(0.003054+0.0036779j),(0.016132+0.0079346j),"(2,)",2,3,-19.420703492433383,-7.915595826167751,11.505107666265634,,,,,(9.993906990538247e-08-1.0004069824394049e-07j),9.993906990538247e-08,-1.0004069824394049e-07
35,,,,,(-3.1818e-11+2.1198e-10j),(2.1201e-11+7.3857e-10j),(-0.0012192+0.00090112j),(-0.003589+0.0037973j),"(2,)",3,3,-29.39591931773343,-18.648608535035244,10.747310782698188,,,,,(9.994288155021581e-08-1.0004371576744649e-07j),9.994288155021581e-08,-1.0004371576744649e-07
36,2.6024e-08,0.042224,-0.3,3.0,(0.10012+5.3101e-09j),(0.048853-0.03823j),(-0.028199-0.075223j),(-0.11597+0.28767j),"(2,)",1,4,2.5167849361561268,16.644300468581324,14.127515532425196,-7.8072e-09,0.126672,35.04507318941832,36.454355063076285,(-0.17320763822445095-0.09999690685546085j),-0.17320763822445095,-0.09999690685546085
37,,,,,(8.687e-10+8.8622e-11j),(3.1181e-09-1.0319e-09j),(0.0039017+0.0047878j),(0.020746+0.010442j),"(2,)",2,4,-17.195776698730846,-5.690933863262209,11.504842835468637,,,,,(9.994404261016237e-08-1.0004413828860095e-07j),9.994404261016237e-08,-1.0004413828860095e-07
38,,,,,(-3.822e-11+3.19e-10j),(6.5021e-11+1.1056e-09j),(-0.0017862+0.001405j),(-0.0052063+0.005851j),"(2,)",3,4,-25.87998733684131,-15.132879183640377,10.747108153200934,,,,,(9.994083280959734e-08-1.0004152415939267e-07j),9.994083280959734e-08,-1.0004152415939267e-07
39,4.5917e-08,0.044528,-0.3,3.0,(0.11233+5.6765e-09j),(0.053367-0.041031j),(-0.030207-0.085685j),(-0.12851+0.31109j),"(2,)",1,5,3.3881959782744313,17.354401158838787,13.966205180564357,-1.37751e-08,0.13358399999999998,39.07525666397173,40.70855362543419,(-0.1732034051867132-0.09999881191762987j),-0.1732034051867132,-0.09999881191762987
40,,,,,(1.071e-09+1.3709e-10j),(3.8822e-09-1.1748e-09j),(0.0046647+0.0060346j),(0.02528+0.013551j),"(2,)",2,5,-15.362874579312217,-3.8578427473648382,11.505031831947381,,,,,(9.994104967990943e-08-1.0004355871093563e-07j),9.994104967990943e-08,-1.0004355871093563e-07
41,,,,,(-4.2129e-11+4.5558e-10j),(1.3449e-10+1.5701e-09j),(-0.0024872+0.0020663j),(-0.0071831+0.00852j),"(2,)",3,5,-22.816744092318032,-12.069527210675158,10.747216881642876,,,,,(9.993932005570628e-08-1.0004273825025162e-07j),9.993932005570628e-08,-1.0004273825025162e-07
42,7.2739e-08,0.046923,-0.3,3.0,(0.12604+6.0268e-09j),(0.057883-0.043538j),(-0.031927-0.097852j),(-0.1418+0.33323j),"(2,)",1,6,4.22568039805843,17.99007717104939,13.76439677299096,-2.18217e-08,0.140769,42.84030553602,44.71988639792853,(-0.17320677420732508-0.09999783758185428j),-0.17320677420732508,-0.09999783758185428
43,,,,,(1.2434e-09+2.1829e-10j),(4.5977e-09-1.1623e-09j),(0.005122+0.0073003j),(0.028793+0.017193j),"(2,)",2,6,-14.00503031859931,-2.500179765025157,11.504850553574153,,,,,(9.994179663971626e-08-1.0004512588568896e-07j),9.994179663971626e-08,-1.0004512588568896e-07
44,,,,,(-4.6911e-11+6.3234e-10j),(2.2301e-10+2.1724e-09j),(-0.0033981+0.0029212j),(-0.0097539+0.011973j),"(2,)",3,6,-19.9825562353237,-9.235574653090922,10.746981582232777,,,,,(9.99404529207364e-08-1.0004336287844072e-07j),9.99404529207364e-08,-1.0004336287844072e-07
45,1.0858e-07,0.049233,-0.3,3.0,(0.14142+6.2582e-09j),(0.062221-0.045643j),(-0.033169-0.11196j),(-0.15532+0.35319j),"(2,)",1,7,5.027269418070941,18.54040956883328,13.513140150762336,-3.2574e-08,0.147699,46.225211399874055,48.37972572935497,(-0.17320651326810782-0.09999876655397236j),-0.17320651326810782,-0.09999876655397236
46,,,,,(1.3556e-09+3.272e-10j),(5.153e-09-9.6123e-10j),(0.0051409+0.0084108j),(0.030563+0.020976j),"(2,)",2,7,-13.134959629300242,-1.6301496044247998,11.504810024875443,,,,,(9.994136045915404e-08-1.000425343386191e-07j),9.994136045915404e-08,-1.000425343386191e-07
47,,,,,(-7.1202e-11+8.605e-10j),(2.8226e-10+2.9646e-09j),(-0.004663+0.0039492j),(-0.013421+0.016229j),"(2,)",3,7,-17.28858593950529,-6.5413276593673055,10.747258280137984,,,,,(9.994118141278475e-08-1.0004132082944015e-07j),9.994118141278475e-08,-1.0004132082944015e-07
48,1.6948e-07,0.051417,-0.3,3.0,(0.15868+6.4435e-09j),(0.066199-0.047328j),(-0.03375-0.12821j),(-0.16833+0.37043j),"(2,)",1,8,5.799250507196768,19.001789663218045,13.202539156021277,-5.0844e-08,0.154251,49.052729257833,51.5170490353385,(-0.1732069123800605-0.10000021715051269j),-0.1732069123800605,-0.10000021715051269
49,,,,,(1.3965e-09+4.4819e-10j),(5.4811e-09-6.0573e-10j),(0.0047362+0.0092254j),(0.030424+0.024394j),"(2,)",2,8,-12.69461596673519,-1.1899015896063028,11.504714377128888,,,,,(9.99422021630313e-08-1.0004338941509944e-07j),9.99422021630313e-08,-1.0004338941509944e-07
50,,,,,(-1.3697e-10+1.1306e-09j),(2.2204e-10+3.9199e-09j),(-0.0063426+0.004967j),(-0.018501+0.020701j),"(2,)",3,8,-14.88787548902987,-4.140779215025014,10.747096274004857,,,,,(9.994297964360222e-08-1.0004758544931572e-07j),9.994297964360222e-08,-1.0004758544931572e-07
51,2.5584e-07,0.053393,-0.3,3.0,(0.17804+6.4534e-09j),(0.069734-0.048595j),(-0.033567-0.14681j),(-0.18047+0.38476j),"(2,)",1,9,6.540957426367637,19.37982463214132,12.838867205773685,-7.6752e-08,0.16017900000000002,51.307303612833124,54.12237987470267,(-0.17320393591199487-0.09999970289521336j),-0.17320393591199487,-0.09999970289521336
52,,,,,(1.3678e-09+5.6033e-10j),(5.5488e-09-1.8049e-10j),(0.0040348+0.0096292j),(0.028635+0.026858j),"(2,)",2,9,-12.635991002948607,-1.1313848109378726,11.504606192010735,,,,,(9.994209405768803e-08-1.0004312073341661e-07j),9.994209405768803e-08,-1.0004312073341661e-07
53,,,,,(-2.5977e-10+1.4229e-09j),(-9.0207e-12+4.9901e-09j),(-0.0084161+0.0058317j),(-0.02501+0.024894j),"(2,)",3,9,-12.805052033341779,-2.057869299594572,10.747182733747207,,,,,(9.994219736769246e-08-1.0004553933341321e-07j),9.994219736769246e-08,-1.0004553933341321e-07
54,1.4222e-09,0.037527,-0.3,3.0,(0.070879+3.8838e-09j),(-0.0074439-0.050453j),(-0.027811-0.059812j),(-0.093899+0.23708j),"(3,)",1,1,-4.730758685858959,14.943148618735748,19.67390730459471,-4.2665999999999995e-10,0.11258099999999999,27.424754696081038,27.723608666111517,(-0.17320422269352612+0.09999832675341407j),-0.17320422269352612,0.09999832675341407
55,,,,,(4.0497e-10-9.1269e-11j),(1.2499e-09-9.3509e-10j),(0.0024802+0.0015699j),(0.010925+0.0015798j),"(3,)",2,1,-23.657254117779665,-12.151994971360505,11.505259146419162,,,,,(9.994060809795071e-08-1.0004358559937229e-07j),9.994060809795071e-08,-1.0004358559937229e-07
56,,,,,(2.3201e-11+1.04e-10j),(1.4199e-10+3.3857e-10j),(-0.00040394+0.00063591j),(-0.00098419+0.0024025j),"(3,)",3,1,-35.47026593301849,-24.72329106879556,10.746974864222928,,,,,(9.994149903689459e-08-1.0004221599880177e-07j),9.994149903689459e-08,-1.0004221599880177e-07
57,5.7181e-09,0.038788,-0.3,3.0,(0.079527+4.2523e-09j),(-0.0079161-0.055777j),(-0.030579-0.067526j),(-0.10516+0.26131j),"(3,)",1,2,-3.8210481651331225,15.807414351212287,19.62846251634541,-1.71543e-09,0.11636400000000001,32.371736756982386,32.728250718345016,(-0.17320851724765515+0.09999888130482346j),-0.17320851724765515,0.09999888130482346
58,,,,,(5.2084e-10-1.1598e-10j),(1.608e-09-1.2008e-09j),(0.0031869+0.0020211j),(0.014044+0.0020431j),"(3,)",2,2,-21.47484116944979,-9.969528612873672,11.505312556576117,,,,,(9.994329008768076e-08-1.0004230532456144e-07j),9.994329008768076e-08,-1.0004230532456144e-07
59,,,,,(3.4729e-11+1.5855e-10j),(2.1406e-10+5.1679e-10j),(-0.00061969+0.00096613j),(-0.0015156+0.0036537j),"(3,)",3,2,-31.813047963038642,-21.066109301257455,10.746938661781185,,,,,(9.994309179789058e-08-1.0004481756271257e-07j),9.994309179789058e-08,-1.0004481756271257e-07
60,1.5202e-08,0.040416,-0.3,3.0,(0.089231+4.6044e-09j),(-0.0081856-0.061229j),(-0.03329-0.076431j),(-0.11763+0.28559j),"(3,)",1,3,-2.9574242474295263,16.607823591326444,19.56524783875597,-4.560599999999999e-09,0.121248,37.34916081570005,37.766590175359596,(-0.1732052814686274+0.1000025815300068j),-0.1732052814686274,0.1000025815300068
61,,,,,(6.7017e-10-1.4883e-10j),(2.07e-09-1.5435e-09j),(0.0040986+0.0026034j),(0.018067+0.0026419j),"(3,)",2,3,-19.28555939579083,-7.780694483731855,11.504864912058977,,,,,(9.99439252300192e-08-1.0004659633946909e-07j),9.99439252300192e-08,-1.0004659633946909e-07
62,,,,,(5.1783e-11+2.4779e-10j),(3.2696e-10+8.095e-10j),(-0.00098046+0.0014993j),(-0.0024158+0.0056815j),"(3,)",3,3,-27.94632900662817,-17.199280110757083,10.747048895871082,,,,,(9.994099762253116e-08-1.0004355576106853e-07j),9.994099762253116e-08,-1.0004355576106853e-07
63,3.0742e-08,0.042378,-0.3,3.0,(0.10012+4.9246e-09j),(-0.0081758-0.066634j),(-0.035791-0.08673j),(-0.13118+0.30897j),"(3,)",1,4,-2.1434071777776635,17.33051618128086,19.473923359058524,-9.222599999999999e-09,0.127134,42.05908483150061,42.5392576487643,(-0.17320752977297235+0.10000053000491475j),-0.17320752977297235,0.10000053000491475
64,,,,,(8.407e-10-1.8462e-10j),(2.6004e-09-1.9265e-09j),(0.005127+0.0032789j),(0.022634+0.0033813j),"(3,)",2,4,-17.32390509718553,-5.819215940002462,11.504689157183067,,,,,(9.994322388644495e-08-1.0004586122325863e-07j),9.994322388644495e-08,-1.0004586122325863e-07
65,,,,,(6.9282e-11+3.8043e-10j),(4.6559e-10+1.248e-09j),(-0.0015567+0.0022466j),(-0.0039169+0.0085667j),"(3,)",3,4,-24.27678787921704,-13.529572895723396,10.747214983493645,,,,,(9.993831519255883e-08-1.0004300218027172e-07j),9.993831519255883e-08,-1.0004300218027172e-07
66,5.3114e-08,0.044466,-0.3,3.0,(0.11233+5.169e-09j),(-0.0079102-0.07186j),(-0.037951-0.098557j),(-0.1454+0.33094j),"(3,)",1,5,-1.35409350073484,17.973922448749448,19.328015949484286,-1.59342e-08,0.133398,46.46686775137557,47.015702160437186,(-0.17320359773219482+0.10000000939826291j),-0.17320359773219482,0.10000000939826291
67,,,,,(9.9442e-10-2.119e-10j),(3.0893e-09-2.2549e-09j),(0.0060316+0.003918j),(0.026721+0.0041858j),"(3,)",2,5,-15.872797720559022,-4.367962143275598,11.504835577283426,,,,,(9.994169586629847e-08-1.0004251152865357e-07j),9.994169586629847e-08,-1.0004251152865357e-07
68,,,,,(6.739e-11+5.5624e-10j),(5.6849e-10+1.8462e-09j),(-0.0024438+0.0031209j),(-0.0063953+0.012071j),"(3,)",3,5,-21.047936811730317,-10.300976356178133,10.74696045555218,,,,,(9.994065553241769e-08-1.000447746107589e-07j),9.994065553241769e-08,-1.000447746107589e-07
69,8.2637e-08,0.046517,-0.3,3.0,(0.12604+5.3628e-09j),(-0.0074219-0.076719j),(-0.03959-0.11206j),(-0.15966+0.35076j),"(3,)",1,6,-0.55204082570625,18.530377636137665,19.082418461843915,-2.47911e-08,0.139551,50.455293670195836,51.08634249822287,(-0.1732042928026344+0.09999913727012374j),-0.1732042928026344,0.09999913727012374
70,,,,,(1.1059e-09-2.3119e-10j),(3.4401e-09-2.4956e-09j),(0.0066895+0.0043732j),(0.029678+0.0047383j),"(3,)",2,6,-14.957039201977429,-3.4522915551361857,11.504747646841242,,,,,(9.994117725846787e-08-1.000455313769054e-07j),9.994117725846787e-08,-1.000455313769054e-07
71,,,,,(2.7436e-11+7.7692e-10j),(5.666e-10+2.6165e-09j),(-0.0037435+0.0040202j),(-0.010258+0.015911j),"(3,)",3,6,-18.21371198852447,-7.46678371907699,10.74692826944748,,,,,(9.994503196737455e-08-1.000462659745665e-07j),9.994503196737455e-08,-1.000462659745665e-07
72,1.2877e-07,0.048463,-0.3,3.0,(0.14142+5.4891e-09j),(-0.0067785-0.081085j),(-0.040574-0.12738j),(-0.17336+0.36806j),"(3,)",1,7,0.26880913101838233,19.000969842655184,18.7321607116368,-3.8631000000000004e-08,0.145389,53.915160496581585,54.646887973901045,(-0.17320386272717253+0.09999761354774392j),-0.17320386272717253,0.09999761354774392
73,,,,,(1.168e-09-2.5841e-10j),(3.6099e-09-2.6773e-09j),(0.0071228+0.0045499j),(0.031436+0.0046794j),"(3,)",2,7,-14.471136583110184,-2.9665750698418343,11.504561513268353,,,,,(9.99413640739208e-08-1.0004344124721673e-07j),9.99413640739208e-08,-1.0004344124721673e-07
74,,,,,(-6.7354e-11+1.0271e-09j),(3.9521e-10+3.5245e-09j),(-0.0054738+0.0047954j),(-0.015657+0.019592j),"(3,)",3,7,-15.770955698251985,-5.023875577024852,10.747080121227132,,,,,(9.994497468348817e-08-1.0004330689155648e-07j),9.994497468348817e-08,-1.0004330689155648e-07
75,1.996e-07,0.050221,-0.3,3.0,(0.15868+5.4692e-09j),(-0.0060886-0.084916j),(-0.040824-0.14463j),(-0.18593+0.38292j),"(3,)",1,8,1.130917222653247,19.39394170761085,18.263024484957604,-5.987999999999999e-08,0.150663,56.86697685232605,57.728139355395825,(-0.17320298673143195+0.10000060410261973j),-0.17320298673143195,0.10000060410261973
76,,,,,(1.1784e-09-2.9433e-10j),(3.5904e-09-2.8198e-09j),(0.0073605+0.0044203j),(0.032051+0.0038696j),"(3,)",2,8,-14.334681615962557,-2.8306208995176396,11.504060716444917,,,,,(9.994278844333341e-08-1.0004488515679145e-07j),9.994278844333341e-08,-1.0004488515679145e-07
77,,,,,(-2.227e-10+1.2896e-09j),(3.0603e-11+4.5112e-09j),(-0.0075629+0.0053373j),(-0.022416+0.022699j),"(3,)",3,8,-13.681291090180128,-2.9340097931154703,10.747281297064657,,,,,(9.99425837628608e-08-1.0004475781436573e-07j),9.99425837628608e-08,-1.0004475781436573e-07
78,2.9983e-07,0.051756,-0.3,3.0,(0.17804+5.4262e-09j),(-0.0054468-0.088091j),(-0.040201-0.16397j),(-0.19664+0.39506j),"(3,)",1,9,2.0357138009928017,19.706954768201133,17.67124096720833,-8.9949e-08,0.15526800000000002,59.17318474822887,60.20236020582478,(-0.17320645397833048+0.100000296436741j),-0.17320645397833048,0.100000296436741
79,,,,,(1.1385e-09-3.3812e-10j),(3.3868e-09-2.9038e-09j),(0.0073721+0.0040064j),(0.031454+0.0024313j),"(3,)",2,9,-14.534628925039968,-3.0309111746690425,11.503717750370924,,,,,(9.994158813040574e-08-1.0004412739942313e-07j),9.994158813040574e-08,-1.0004412739942313e-07
80,,,,,(-4.3369e-10+1.5483e-09j),(-5.2982e-10+5.5144e-09j),(-0.0099094+0.0055687j),(-0.030236+0.024909j),"(3,)",3,9,-11.89745202966936,-1.1501386668358755,10.747313362833484,,,,,(9.994163543440341e-08-1.0004477453910719e-07j),9.994163543440341e-08,-1.0004477453910719e-07
81,2.2109e-10,0.036019,-0.3,3.0,(0.070879+5.2978e-09j),(-0.051545-0.015422j),(-0.039233-0.057197j),(-0.077108+0.25773j),"(4,)",1,1,-9.724311737052311,15.408027570908216,25.132339307960528,-6.6327e-11,0.10805700000000001,32.04908701518641,32.147695871160586,(-2.489968392547222e-06+0.1999968649225267j),-2.489968392547222e-06,0.1999968649225267
