,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Gs,Gin,Pdel,Pin,Pout,Gain,PGain,Pdc1,Pdc2,PAE,drainEff,Load Gamma,r,jx
359,"(14,)",3,3,(-3.0868e-11+5.2769e-10j),(-0.0027936+0.0024832j),(2.1603e-10+1.8087e-09j),(-0.0079689+0.01012j),,,,,0,(4998370.868897672+5001630.290547228j),-51.558185682567135,-188.54788719439514,-40.811371009711266,147.73651618468386,10.746814672855864,,,,,(9.99442242494242e-08-1.0004698899419331e-07j),9.99442242494242e-08,-1.0004698899419331e-07
360,"(14,)",4,1,(0.10012+7.7502e-09j),(-0.060168-0.082809j),(-0.12593+0.037497j),(-0.07623+0.31952j),-0.3,2.1555e-08,3.0,0.030084,0,(-0.6009589134056188-0.8270974365006815j),-36.44448581602281,-22.999883137916072,-13.437117595617723,9.56276554229835,23.007368220405088,-6.4664999999999995e-09,0.090252,44.6614141465009,50.21476166234545,(0.19999885713272428+0.34640738332740484j),0.19999885713272428,0.34640738332740484
361,"(14,)",4,2,(-6.9453e-10-3.4144e-10j),(-0.0017687-0.0051797j),(-2.9089e-09-1.0212e-10j),(-0.014027-0.015063j),,,,,0,(5003683.103321357+4997973.365012247j),-48.245230971403615,-185.23637110110394,-36.74022069383974,148.4961504072642,11.50501027756388,,,,,(9.994406727024915e-08-1.0004544701588101e-07j),9.994406727024915e-08,-1.0004544701588101e-07
362,"(14,)",4,3,(-1.1351e-10+7.1624e-10j),(-0.0041512+0.0030151j),(5.1003e-11+2.4999e-09j),(-0.012252+0.012749j),,,,,0,(5002503.683045693+5003023.856441253j),-48.80689836378646,-185.80139825223884,-38.059736393202684,147.74166185903618,10.747161970583772,,,,,(9.994078284174108e-08-1.0004529542528919e-07j),9.994078284174108e-08,-1.0004529542528919e-07
363,"(14,)",5,1,(0.11233+7.7895e-09j),(-0.061335-0.095765j),(-0.13139+0.036432j),(-0.085355+0.33j),-0.3,5.3012e-08,3.0,0.029299,0,(-0.546025163721208-0.8525326782403364j),-38.02873126587456,-22.00038477896269,-13.116030800660523,8.884353978302165,24.91270046521404,-1.59036e-08,0.087897,48.338865035780486,55.5166008515649,(0.2000022226960618+0.346420637217508j),0.2000022226960618,0.346420637217508
364,"(14,)",5,2,(-8.2946e-10-5.231e-10j),(-0.0015335-0.0067644j),(-3.6519e-09-5.1909e-10j),(-0.015654-0.020864j),,,,,0,(5002336.682997763+5000455.333739867j),-46.188061068689166,-183.1801860421209,-34.682949178617164,148.49723686350376,11.505111890071998,,,,,(9.99437280767507e-08-1.000470130697155e-07j),9.99437280767507e-08,-1.000470130697155e-07
365,"(14,)",5,3,(-2.0635e-10+9.167e-10j),(-0.005613+0.003555j),(-1.3979e-10+3.235e-09j),(-0.016883+0.015468j),,,,,0,(5002848.491078678+4996904.345877511j),-46.5616033918872,-183.55109028406434,-35.814545173637754,147.7365451104266,10.747058218249448,,,,,(9.994198543444019e-08-1.0004722912397555e-07j),9.994198543444019e-08,-1.0004722912397555e-07
366,"(14,)",6,1,(0.12604+7.722e-09j),(-0.061707-0.11047j),(-0.13596+0.034817j),(-0.094574+0.33789j),-0.3,1.0471e-07,3.0,0.028957,0,(-0.48958272586547147-0.8764677580089034j),-42.03102671141265,-21.000132066600553,-12.864399565043161,8.135732501557392,29.16662714636949,-3.1413e-08,0.086871,50.37956676393731,59.52305630590187,(0.19999852538820168+0.34640072053016124j),0.19999852538820168,0.34640072053016124
367,"(14,)",6,2,(-9.0506e-10-7.2951e-10j),(-0.00087913-0.0081738j),(-4.2284e-09-1.1111e-09j),(-0.015574-0.026707j),,,,,0,(5001437.12779845+4999891.278920461j),-44.71186900326407,-181.7027229131616,-33.206569149347146,148.49615376381445,11.50529985391692,,,,,(9.994341656620031e-08-1.0004422924319454e-07j),9.994341656620031e-08,-1.0004422924319454e-07
368,"(14,)",6,3,(-3.1943e-10+1.1197e-09j),(-0.0071957+0.0040066j),(-3.9957e-10+3.9939e-09j),(-0.021978+0.017962j),,,,,0,(5004347.657980506+4998804.347245947j),-44.69602146986471,-181.68846021246327,-33.94874998154328,147.73971023092,10.747271488321434,,,,,(9.994239356737448e-08-1.0004253010932839e-07j),9.994239356737448e-08,-1.0004253010932839e-07
369,"(14,)",7,1,(0.14142+7.6099e-09j),(-0.061405-0.12679j),(-0.13988+0.033213j),(-0.10294+0.34436j),-0.3,1.7877e-07,3.0,0.02883,0,(-0.4342031312590173-0.8965492624505558j),-41.15379422371618,-20.00008329848045,-12.655564882810271,7.344518415670183,28.498229340905915,-5.3631e-08,0.08649000000000001,51.168527593363365,62.73033612614175,(0.20000298218492393+0.34641564936079666j),0.20000298218492393,0.34641564936079666
370,"(14,)",7,2,(-9.5752e-10-9.2601e-10j),(-0.00015387-0.009414j),(-4.7074e-09-1.7062e-09j),(-0.01499-0.032078j),,,,,0,(4996109.193437276+4999950.837356033j),-43.53365600287414,-180.51993379956258,-32.028369988821005,148.49156381074158,11.505286014053127,,,,,(9.99406485540542e-08-1.0004643924729493e-07j),9.99406485540542e-08,-1.0004643924729493e-07
371,"(14,)",7,3,(-4.6782e-10+1.3127e-09j),(-0.0088977+0.0042181j),(-7.8859e-10+4.7337e-09j),(-0.027623+0.019713j),,,,,0,(4994561.211317214+4998205.510871929j),-43.14430970772833,-180.12772531008963,-32.39716083897913,147.7305644711105,10.747148868749207,,,,,(9.994390560346967e-08-1.0004365162505166e-07j),9.994390560346967e-08,-1.0004365162505166e-07
372,"(14,)",8,1,(0.15868+7.4259e-09j),(-0.060467-0.14475j),(-0.14321+0.031913j),(-0.10992+0.34995j),-0.3,2.6734e-07,3.0,0.028818,0,(-0.38106255844469566-0.9122132415570174j),-35.44757743551466,-18.999856120597546,-12.478752105703368,6.521104014894177,22.968825329811295,-8.0202e-08,0.086454,50.80188471961965,65.36416200002313,(0.20000086044020432+0.34640921680357983j),0.20000086044020432,0.34640921680357983
373,"(14,)",8,2,(-1.0026e-09-1.0976e-09j),(0.00047697-0.010498j),(-5.1266e-09-2.2248e-09j),(-0.014491-0.036767j),,,,,0,(4997616.25210167+4999617.396462404j),-42.57921276638335,-179.56650982901525,-31.07404196211206,148.49246786690318,11.50517080427129,,,,,(9.994150677432176e-08-1.0004481261275881e-07j),9.994150677432176e-08,-1.0004481261275881e-07
374,"(14,)",8,3,(-6.4871e-10+1.4857e-09j),(-0.010672+0.0041832j),(-1.2963e-09+5.434e-09j),(-0.033664+0.020673j),,,,,0,(4998998.370953005+5000403.693059888j),-41.824652164251916,-178.8138329172651,-31.077278670113575,147.7365542471515,10.747373494138337,,,,,(9.994357608242643e-08-1.0004356142015206e-07j),9.994357608242643e-08,-1.0004356142015206e-07
375,"(14,)",9,1,(0.17804+7.2368e-09j),(-0.058906-0.16454j),(-0.14605+0.030974j),(-0.11551+0.35494j),-0.3,3.7123e-07,3.0,0.028859,0,(-0.3308582716696517-0.9241743293958932j),-32.38480664088056,-17.999948244430108,-12.327143381514801,5.672804862915305,20.05766325936576,-1.11369e-07,0.086577,49.28371907319492,67.59010621989674,(0.19999393016170589+0.346392914653241j),0.19999393016170589,0.346392914653241
376,"(14,)",9,2,(-1.0542e-09-1.2469e-09j),(0.00096529-0.011506j),(-5.535e-09-2.6581e-09j),(-0.014365-0.040976j),,,,,0,(4999526.060799171+5001034.865101039j),-41.761352744778435,-178.75154008737655,-30.256297636147607,148.49524245122896,11.505055108630824,,,,,(9.994165676863501e-08-1.0004241752534551e-07j),9.994165676863501e-08,-1.0004241752534551e-07
377,"(14,)",9,3,(-8.4909e-10+1.6408e-09j),(-0.012439+0.00395j),(-1.8815e-09+6.0762e-09j),(-0.039802+0.020955j),,,,,0,(4993290.174916419+4997103.391869953j),-40.69735736043845,-177.67870998424127,-29.94967303876318,147.7290369454781,10.747684321675274,,,,,(9.994222890758248e-08-1.000429775700118e-07j),9.994222890758248e-08,-1.000429775700118e-07
378,"(15,)",1,1,(0.070879+7.8104e-09j),(-0.048922-0.041685j),(-0.062445+0.080843j),(-0.034143+0.25309j),-0.3,3.5982e-12,3.0,0.032533,0,(-0.6902186062643726-0.5881148804175652j),-33.50260573169972,-25.999948323514026,-15.623657622478957,10.37629070103507,17.87894810922076,-1.07946e-12,0.09759899999999999,25.492828427545334,28.066539552147052,(0.3464046790042558+0.19999883458357776j),0.3464046790042558,0.19999883458357776
379,"(15,)",1,2,(-1.1756e-10+8.6865e-11j),(-0.0010212-0.00015455j),(-2.7023e-10+4.782e-10j),(-0.0037429+0.001038j),,,,,0,(4990539.9235727545+5002154.223044805j),-62.729733929493264,-199.71309173688473,-51.22434462801155,148.48874710887318,11.505389301481717,,,,,(9.994306432344472e-08-1.0004517866687979e-07j),9.994306432344472e-08,-1.0004517866687979e-07
380,"(15,)",1,3,(1.0629e-10+1.65e-10j),(-0.00029271+0.001357j),(4.6141e-10+4.9474e-10j),(-0.00016908+0.004781j),,,,,0,(5004673.458379682+4997919.647825312j),-60.16119401701229,-197.15314809178776,-49.414496832469084,147.7386512593187,10.746697184543208,,,,,(9.994240427260013e-08-1.0004356028329035e-07j),9.994240427260013e-08,-1.0004356028329035e-07
381,"(15,)",2,1,(0.079527+8.2954e-09j),(-0.052568-0.049185j),(-0.068607+0.085801j),(-0.041287+0.27152j),-0.3,8.7037e-11,3.0,0.031457,0,(-0.6610082755598579-0.6184691301906516j),-32.43369641820708,-25.000007959544853,-14.992217177305019,10.007790782239836,17.441479240902062,-2.61111e-11,0.094371,30.21820844856996,33.56910211770565,(0.3464145858328963+0.20000213978608286j),0.3464145858328963,0.20000213978608286
382,"(15,)",2,2,(-2.8496e-10+1.4628e-10j),(-0.0021568-0.00069337j),(-7.5308e-10+9.4043e-10j),(-0.0084686+0.00093247j),,,,,0,(5001709.204012006+5000772.116658044j),-55.906969593847435,-192.8988246557263,-44.40173025289829,148.497094402828,11.505239340949153,,,,,(9.994196489456953e-08-1.0004453109070694e-07j),9.994196489456953e-08,-1.0004453109070694e-07
383,"(15,)",2,3,(1.4307e-10+3.1511e-10j),(-0.00085928+0.0022924j),(6.7799e-10+9.8174e-10j),(-0.0015231+0.0082984j),,,,,0,(5005045.696079761+4999371.291733462j),-55.23352393257192,-192.22706107289443,-44.48652023378433,147.74054083911008,10.747003698787584,,,,,(9.994236047818028e-08-1.0004485313365426e-07j),9.994236047818028e-08,-1.0004485313365426e-07
384,"(15,)",3,1,(0.089231+8.6647e-09j),(-0.055614-0.058227j),(-0.074545+0.089783j),(-0.049165+0.28757j),-0.3,2.3872e-09,3.0,0.030029,0,(-0.623258796316107-0.6525422173868891j),-31.31099751120789,-23.9999847547595,-14.467497206750238,9.532487548009263,16.843500304457656,-7.1616e-10,0.090087,35.262350089358016,39.68150677178727,(0.34640606035088506+0.1999998123686363j),0.34640606035088506,0.1999998123686363
385,"(15,)",3,2,(-5.0751e-10+1.8798e-10j),(-0.0034766-0.0016027j),(-1.4549e-09+1.424e-09j),(-0.014395-0.00016181j),,,,,0,(4995286.210577229+5008204.5710711265j),-51.35032471841012,-188.34306352971447,-39.84551786061726,148.49754566909718,11.504806857792865,,,,,(9.994522019549852e-08-1.0004669232926946e-07j),9.994522019549852e-08,-1.0004669232926946e-07
386,"(15,)",3,3,(1.4524e-10+5.1391e-10j),(-0.0018466+0.003291j),(8.0271e-10+1.6546e-09j),(-0.004266+0.012285j),,,,,0,(4989785.68919917+5003437.320735707j),-51.475013247826695,-188.4588329816885,-40.72835074492004,147.73048223676847,10.746662502906654,,,,,(9.99432476284396e-08-1.0004622664899661e-07j),9.99432476284396e-08,-1.0004622664899661e-07
387,"(15,)",4,1,(0.10012+8.9218e-09j),(-0.057971-0.068876j),(-0.080123+0.092822j),(-0.057443+0.30112j),-0.3,1.2599e-08,3.0,0.02843,0,(-0.5790152430844324-0.6879344270289833j),-30.178477204483837,-22.999883137916065,-14.037475419585165,8.962407718330898,16.14100178489867,-3.779699999999999e-09,0.08529,40.39941343416572,46.27584349630671,(0.34640888906182954+0.20000077771526742j),0.34640888906182954,0.20000077771526742
388,"(15,)",4,2,(-7.535e-10+1.9618e-10j),(-0.0047458-0.0027877j),(-2.2842e-09+1.8303e-09j),(-0.020573-0.00228j),,,,,0,(4996412.532531378+5000525.826983418j),-48.19674966886191,-185.18379073315143,-36.69133164129514,148.49245909185626,11.505418027566769,,,,,(9.994185904964627e-08-1.0004216393492409e-07j),9.994185904964627e-08,-1.0004216393492409e-07
389,"(15,)",4,3,(9.9929e-11+7.394e-10j),(-0.0031959+0.0041917j),(7.8756e-10+2.4451e-09j),(-0.0082965+0.01616j),,,,,0,(4993693.285651945+4997179.843578461j),-48.57233260536461,-185.55410205853147,-37.82545651660379,147.72864554192768,10.746876088760812,,,,,(9.994264225804072e-08-1.0004542892907392e-07j),9.994264225804072e-08,-1.0004542892907392e-07
390,"(15,)",5,1,(0.11233+9.0567e-09j),(-0.059521-0.081285j),(-0.08522+0.094838j),(-0.06596+0.31186j),-0.3,3.8677e-08,3.0,0.027001,0,(-0.5298763157987232-0.7236267711303228j),-29.086798719882307,-22.00038477896268,-13.698229767594139,8.30215501136854,15.388568952288166,-1.16031e-08,0.081003,44.89503947755018,52.683657738602285,(0.3464048523277953+0.19999722933514597j),0.3464048523277953,0.19999722933514597
391,"(15,)",5,2,(-9.7386e-10+1.6754e-10j),(-0.0057022-0.0040331j),(-3.0842e-09+2.0697e-09j),(-0.025769-0.0050859j),,,,,0,(4994955.479315688+5000672.418011368j),-46.12779470704203,-183.11369778052688,-34.62238978507047,148.49130799545637,11.505404921971554,,,,,(9.994156985249783e-08-1.0004240871251577e-07j),9.994156985249783e-08,-1.0004240871251577e-07
392,"(15,)",5,3,(1.4935e-11+9.7984e-10j),(-0.0048243+0.0049706j),(6.4606e-10+3.3134e-09j),(-0.013347+0.019792j),,,,,0,(4996661.893178871+4999719.490299056j),-46.199631005345516,-183.1861877958227,-35.452574985000886,147.7336128108218,10.747056020344631,,,,,(9.994609726211741e-08-1.000424696926779e-07j),9.994609726211741e-08,-1.000424696926779e-07
393,"(15,)",6,1,(0.12604+9.0544e-09j),(-0.060132-0.095638j),(-0.089712+0.095727j),(-0.074573+0.31939j),-0.3,8.6496e-08,3.0,0.026222,0,(-0.47708669367181566-0.7587908257717093j),-28.063749802640388,-21.00013206660055,-13.45057604240553,7.549556024195018,14.613173760234858,-2.59488e-08,0.078666,47.33501217552685,57.432183507487345,(0.34641588653201505+0.2000022796382105j),0.34641588653201505,0.2000022796382105
394,"(15,)",6,2,(-1.1143e-09+1.0279e-10j),(-0.0060849-0.0050585j),(-3.6663e-09+2.0658e-09j),(-0.028658-0.0080177j),,,,,0,(4999432.59996608+5000800.21264517j),-45.04355562452224,-182.0334579652183,-33.53809808328948,148.4953598819288,11.505457541232753,,,,,(9.994287599570976e-08-1.0004578117352229e-07j),9.994287599570976e-08,-1.0004578117352229e-07
395,"(15,)",6,3,(-1.0023e-10+1.2377e-09j),(-0.0066864+0.0056843j),(4.1339e-10+4.257e-09j),(-0.019231+0.023344j),,,,,0,(4997340.549585639+4997589.526310925j),-44.144309278154346,-181.12960452739208,-33.39716327062013,147.73244125677198,10.747146007534209,,,,,(9.994330314681095e-08-1.0004282311584655e-07j),9.994330314681095e-08,-1.0004282311584655e-07
396,"(15,)",7,1,(0.14142+8.9706e-09j),(-0.05995-0.11179j),(-0.093606+0.096052j),(-0.082597+0.32497j),-0.3,1.5552e-07,3.0,0.025955,0,(-0.4239146308237862-0.7904822245596903j),-27.09007679072942,-20.000083298480448,-13.258754181443704,6.741329117036744,13.831322609285717,-4.6656e-08,0.07786499999999999,47.800731374173196,60.64322569126052,(0.3464054730160358+0.19999983735512353j),0.3464054730160358,0.19999983735512353
397,"(15,)",7,2,(-1.2138e-09+2.9202e-11j),(-0.006216-0.0059177j),(-4.1182e-09+1.9684e-09j),(-0.03043-0.010765j),,,,,0,(5000919.939246169+4995663.918327455j),-44.33811079696085,-181.32484431036352,-32.8321641058842,148.49268020447934,11.505946691076643,,,,,(9.994239925057839e-08-1.0004206138457039e-07j),9.994239925057839e-08,-1.0004206138457039e-07
398,"(15,)",7,3,(-2.4954e-10+1.4768e-09j),(-0.0086355+0.0061375j),(5.2306e-11+5.163e-09j),(-0.025568+0.026065j),,,,,0,(5001212.732592043+5002368.211476831j),-42.50879371806341,-179.50160363109438,-31.76165035994016,147.7399532711542,10.747143358123246,,,,,(9.99441532326866e-08-1.0004519892013546e-07j),9.99441532326866e-08,-1.0004519892013546e-07
399,"(15,)",8,1,(0.15868+8.7991e-09j),(-0.059106-0.12968j),(-0.096946+0.096277j),(-0.089549+0.32963j),-0.3,2.441e-07,3.0,0.025952,0,(-0.3724855507373084-0.817242227895528j),-26.135972886961397,-18.999856120597542,-13.097721349619833,5.902134770977709,13.038251537341567,-7.323e-08,0.077856,46.77085276407722,62.94131001849568,(0.3464085589549894+0.19999836166046678j),0.3464085589549894,0.19999836166046678
400,"(15,)",8,2,(-1.3106e-09-3.3007e-11j),(-0.0063855-0.0067233j),(-4.5508e-09+1.9002e-09j),(-0.03225-0.01327j),,,,,0,(4998221.482985143+5004062.035335807j),-43.66645823645858,-180.65814297299542,-32.160409231529165,148.49773374146625,11.506049004929418,,,,,(9.994417325285897e-08-1.000452458624942e-07j),9.994417325285897e-08,-1.000452458624942e-07
401,"(15,)",8,3,(-4.3099e-10+1.6823e-09j),(-0.010568+0.0062575j),(-4.3751e-10+5.9697e-09j),(-0.032052+0.027646j),,,,,0,(5000751.427523419+5000728.848749736j),-41.22516551936834,-178.21615121923085,-30.477811801225045,147.73833941800578,10.747353718143298,,,,,(9.994317734955418e-08-1.00045891644647e-07j),9.994317734955418e-08,-1.00045891644647e-07
402,"(15,)",9,1,(0.17804+8.6428e-09j),(-0.05763-0.14943j),(-0.099755+0.09659j),(-0.095238+0.33382j),-0.3,3.4689e-07,3.0,0.026123,0,(-0.3236913460680286-0.8393057582700542j),-25.194397704524466,-17.9999482444301,-12.957405759364619,5.042542485065483,12.236991945159845,-1.04067e-07,0.078369,44.35882767356986,64.58253960047979,(0.3464069554435311+0.19999968359435913j),0.3464069554435311,0.19999968359435913
403,"(15,)",9,2,(-1.4204e-09-8.1622e-11j),(-0.0067002-0.0075152j),(-5.004e-09+1.9068e-09j),(-0.034549-0.015505j),,,,,0,(5004633.034189178+5003317.264491279j),-42.95116645891948,-179.94776937543833,-31.4446920697086,148.50307730572973,11.506474389210881,,,,,(9.994032196177704e-08-1.0004268407240015e-07j),9.994032196177704e-08,-1.0004268407240015e-07
404,"(15,)",9,3,(-6.31e-10+1.8568e-09j),(-0.012432+0.0061113j),(-1.0148e-09+6.6749e-09j),(-0.038465+0.028283j),,,,,0,(4990305.864016252+4999524.450563197j),-40.179491103769955,-177.16035707423134,-29.43193387661513,147.72842319761622,10.747557227154825,,,,,(9.99438676988413e-08-1.0004387338811053e-07j),9.99438676988413e-08,-1.0004387338811053e-07
405,"(16,)",1,1,(0.070879+7.8565e-09j),(-0.041667-0.033995j),(-0.011743+0.094143j),(-0.029358+0.23536j),-0.3,1.0878e-12,3.0,0.033259,0,(-0.5878610557165813-0.4796201326411153j),-29.722359250776634,-25.999948323514026,-16.265783749380375,9.73416457413365,13.456575501396257,-3.2634e-13,0.09977699999999999,21.162986773003773,23.68051718632551,(0.3999957119125239-3.148807268653552e-07j),0.3999957119125239,-3.148807268653552e-07
406,"(16,)",1,2,(1.3683e-11+1.4392e-10j),(-0.00065111+0.00078823j),(2.6835e-10+4.7285e-10j),(-0.0010244+0.0037057j),,,,,0,(5001529.604450495+4999624.302235243j),-62.818095015891984,-199.8087974296629,-51.313083192233094,148.49571423742978,11.50501182365889,,,,,(9.994464201673431e-08-1.00044064895146e-07j),9.994464201673431e-08,-1.00044064895146e-07
407,"(16,)",1,3,(9.0889e-11+7.3494e-11j),(8.6241e-05+0.00082125j),(3.5255e-10+1.9405e-10j),(0.00079118+0.0027336j),,,,,0,(4991539.706701254+4999524.483663568j),-64.67316264826042,-201.65510045000775,-53.92623545490321,147.72886499510454,10.746927193357212,,,,,(9.994222581561913e-08-1.0004306035235529e-07j),9.994222581561913e-08,-1.0004306035235529e-07
408,"(16,)",2,1,(0.079527+8.4657e-09j),(-0.045521-0.040348j),(-0.014439+0.10213j),(-0.036096+0.25532j),-0.3,1.2106e-11,3.0,0.032518,0,(-0.5723968500643791-0.5073496441995798j),-28.819964609937458,-25.000007959544853,-15.539896956442977,9.460111003101874,13.28006765349448,-3.6318e-12,0.097554,25.384739870225687,28.626300302909158,(0.4000080055317236+1.218205886348657e-06j),0.4000080055317236,1.218205886348657e-06
409,"(16,)",2,2,(-8.3519e-11+2.6087e-10j),(-0.0017209+0.00088558j),(1.141e-10+1.0229e-09j),(-0.0045471+0.0056829j),,,,,0,(4994751.338708128+4997674.561821734j),-57.274913528200756,-194.25803267135277,-45.76987963824453,148.48815303310823,11.505033889956238,,,,,(9.99446346881708e-08-1.0004720272934267e-07j),9.99446346881708e-08,-1.0004720272934267e-07
410,"(16,)",2,3,(1.6728e-10+1.6814e-10j),(-5.682e-06+0.0016757j),(6.6881e-10+4.6862e-10j),(0.00099815+0.005688j),,,,,0,(4991705.837867469+4999967.601751338j),-58.52632462996662,-195.50879227146157,-47.77938748813884,147.72940478332276,10.746937141827784,,,,,(9.994358318916647e-08-1.000441829183779e-07j),9.994358318916647e-08,-1.000441829183779e-07
411,"(16,)",3,1,(0.089231+8.9665e-09j),(-0.04894-0.048442j),(-0.01766+0.10914j),(-0.044151+0.27286j),-0.3,3.8595e-10,3.0,0.031365,0,(-0.5484641533520932-0.5428830236374821j),-27.931174270178424,-23.999984754759495,-14.936406010668255,9.063578744091242,12.994768259510172,-1.1578499999999999e-10,0.09409499999999998,29.87209938891542,34.10302098995696,(0.3999854833382501+8.829624456273806e-07j),0.3999854833382501,8.829624456273806e-07
412,"(16,)",3,2,(-2.5146e-10+4.0084e-10j),(-0.0032577+0.00074494j),(-2.4687e-10+1.7599e-09j),(-0.010038+0.0075604j),,,,,0,(4992223.506996212+4995398.355779694j),-52.530722886500826,-189.50966519563397,-41.02589856808659,148.4837666275474,11.504824318414244,,,,,(9.994630105526748e-08-1.000464221460207e-07j),9.994630105526748e-08,-1.000464221460207e-07
413,"(16,)",3,3,(2.378e-10+3.3283e-10j),(-0.00047353+0.0028545j),(1.0102e-09+9.8383e-10j),(0.00012676+0.0099709j),,,,,0,(5004987.648296209+4998696.219586091j),-53.78179979386872,-190.7747007327458,-43.03491089242365,147.73978984032215,10.746888901445066,,,,,(9.994199228947538e-08-1.0004426411431128e-07j),9.994199228947538e-08,-1.0004426411431128e-07
414,"(16,)",4,1,(0.10012+9.3458e-09j),(-0.05173-0.058315j),(-0.021144+0.11509j),(-0.05286+0.28772j),-0.3,6.1948e-09,3.0,0.029966,0,(-0.5166800383886402-0.5824510104995176j),-27.047208089989088,-22.999883137916065,-14.44396544797643,8.555917689939632,12.603242642012658,-1.85844e-09,0.089898,34.40576362321737,39.98097908963491,(0.400006724238381-1.2353789824211819e-06j),0.400006724238381,-1.2353789824211819e-06
415,"(16,)",4,2,(-4.6872e-10+5.3634e-10j),(-0.0050248+0.00033745j),(-7.8408e-10+2.5608e-09j),(-0.01673+0.0088758j),,,,,0,(4998850.949798995+5000071.93722306j),-48.968381489385,-185.95714597866944,-37.46331642557579,148.49382955309363,11.505065063809214,,,,,(9.994294095274884e-08-1.000434216791149e-07j),9.994294095274884e-08,-1.000434216791149e-07
416,"(16,)",4,3,(2.6713e-10+5.5736e-10j),(-0.0014518+0.0041245j),(1.246e-09+1.7286e-09j),(-0.0024208+0.014873j),,,,,0,(5002536.470339968+5002381.88481756j),-50.19559745844007,-187.18956848162344,-39.44877117991295,147.74079730171047,10.746826278527116,,,,,(9.994059374745636e-08-1.000427747827501e-07j),9.994059374745636e-08,-1.000427747827501e-07
417,"(16,)",5,1,(0.11233+9.6013e-09j),(-0.053713-0.070057j),(-0.02468+0.11984j),(-0.061699+0.29959j),-0.3,2.4045e-08,3.0,0.02864,0,(-0.478171512401452-0.6236712846873663j),-26.175363429950067,-22.000384778962676,-14.056615646462413,7.943769132500263,12.118747783487652,-7.2135e-09,0.08592,38.39163047078674,45.73452438372907,(0.40001307211822873-1.3569766099944832e-06j),0.40001307211822873,-1.3569766099944832e-06
418,"(16,)",5,2,(-6.8949e-10+6.5499e-10j),(-0.0067215-0.00017345j),(-1.3594e-09+3.3073e-09j),(-0.02334+0.0097283j),,,,,0,(4998625.862437047+5000072.450126386j),-46.45808484493329,-183.44665427426366,-34.952604739712456,148.4940495345512,11.505480105220833,,,,,(9.994254025318346e-08-1.0004408678898694e-07j),9.994254025318346e-08,-1.0004408678898694e-07
